1,0.5686647,-25,11.0265,0,0,2.021644,-36.37157,0,0,0,0,0,1.726644,-12.59931
1,1.726644,-12.59931,10.56685,0,0,1.771395,-31.66278,0,0,0,0,0.5,3.45651,-16.30248
1,3.45651,-16.30248,9.302966,0,0,1.223356,-10.6552,0,0,2.711603,-10.65526,1,4.115395,0
1,4.115395,0,7.285316,0,0,1.33116,-4.290848,0,0,2.546821,-4.290894,1.5,3.802689,0
1,3.802689,0,5.312021,0,0,1.524621,-4.534363,0,0,2.354631,-4.534363,2,4.198538,0
1,4.198538,0,3.407764,0,0,1.636041,-4.250168,0,0,2.241733,-4.250168,2.5,3.873571,0
1,3.873571,0,1.413309,0,0,1.752804,-1.343475,0,0,2.115369,-1.343475,3,3.510054,-17.39499
1,3.510054,-17.39499,0.5380134,0,0,1.847601,-4.790237,0,0,2.033064,-4.790237,3.5,2.689448,-25
1,2.689448,-25,1.959381,1.854575,-50.60739,0,0,0,0,1.489526,-39.3925,4,2.426911,-25
1,2.426911,-25,3.002723,1.795115,-64.8301,0,0,0,0,1.285581,-25.17085,4.5,0,0
1,0.710848,-25,11.02885,0,0,1.985029,-35.65776,0,0,0,0,0,1.445397,-25
1,1.445397,-25,10.54863,0,0,1.690289,-27.30914,0,0,0,0,0.5,2.84055,-6.369741
1,2.84055,-6.369741,9.437646,0,0,1.431128,-3.918869,0,0,2.445046,-3.918961,1,2.699163,0
1,2.699163,0,8.053578,0,0,1.403601,-1.952545,0,0,2.465756,-1.952438,1.5,3.398671,0
1,3.398671,0,6.426177,0,0,1.398757,-0.5252686,0,0,2.468516,-0.5252686,2,3.607685,0
1,3.607685,0,4.609699,0,0,1.412584,-0.5399475,0,0,2.454698,-0.5399475,2.5,3.333587,0
1,3.333587,0,2.896661,0,0,1.432392,-0.5403137,0,0,2.43489,-0.5395966,3,3.445674,0
1,3.445674,0,1.246195,0,0,1.445313,-0.5395966,0,0,2.421969,-0.5399475,3.5,3.05962,-21.25459
1,3.05962,-21.25459,0.5153736,0,0,1.923802,-20.2347,0,0,2.19767,-20.23462,4,2.738344,-25
1,2.738344,-25,1.691276,2.242799,-47.48657,0,0,0,0,1.818759,-47.48639,4.5,2.540357,-3.727437
1,2.540357,-3.727437,2.83884,0,0,2.475733,-16.17336,0,0,0.9060459,-16.17329,5,0,0
1,0.9995748,-25,11.01945,0,0,2.020267,-36.52094,0,0,0,0,0,2.451929,-25
1,2.451929,-25,10.20412,0,0,1.599258,-24.17683,0,0,0,0,0.5,3.210854,-3.90554
1,3.210854,-3.90554,8.678463,0,0,1.518016,-5.345306,0,0,2.365984,-5.345261,1,2.96456,0
1,2.96456,0,7.149638,0,0,1.721996,-8.156509,0,0,2.184634,-8.156631,1.5,2.759469,0
1,2.759469,0,5.737179,0,0,1.884675,-4.43782,0,0,1.994065,-4.437866,2,3.06864,0
1,3.06864,0,4.184228,0,0,1.950207,-2.26088,0,0,1.919917,-2.26088,2.5,2.83499,1.245522
1,2.83499,1.245522,2.716623,0,0,1.915205,-0.6138916,0,0,1.952126,-0.6138916,3,2.604138,-1.24891
1,2.604138,-1.24891,1.385481,0,0,1.842824,-4.233734,0,0,2.034868,-4.233734,3.5,2.358471,-17.37497
1,2.358471,-17.37497,0.3151421,0,0,1.805129,-0.3856201,0,0,2.06207,-0.3856201,4,2.09223,-25
1,2.09223,-25,0.9933662,0,0,2.211542,-18.16652,0,0,1.858439,-18.16646,4.5,1.889229,-25
1,1.889229,-25,1.911713,1.787704,-45.83388,0,0,0,0,1.295724,-45.83611,5,1.695581,-25
1,1.695581,-25,2.678629,2.151276,-63.1488,0,0,0,0,1.070755,-26.85141,5.5,2.34254,-25
1,2.34254,-25,3.525438,0,0,0.9353347,-2.020813,0,0,0.992793,-2.020721,6,0,0
1,0.678682,-25,11.03248,0,0,2.056868,-37.41011,0,0,0,0,0,0.9891837,-25
1,0.9891837,-25,10.64434,0,0,1.66329,-26.48625,0,0,0,0,0.5,1.206443,-23.79975
1,1.206443,-23.79975,10.15927,0,0,1.505669,-17.29535,0,0,2.54457,-17.2953,1,2.476512,-15.0481
1,2.476512,-15.0481,9.230264,0,0,1.416419,-2.312225,0,0,2.453844,-2.312225,1.5,2.513994,6.214001
1,2.513994,6.214001,7.93917,0,0,1.62997,-10.0247,0,0,2.297096,-10.02475,2,3.008013,1.191653
1,3.008013,1.191653,6.676147,0,0,1.788586,-5.668457,0,0,2.097527,-5.668533,2.5,4.077977,4.981674
1,4.077977,4.981674,4.895501,0,0,1.815164,-1.281616,0,0,2.052914,-1.281616,3,4.214056,0
1,4.214056,0,2.750794,0,0,1.782021,-0.9968109,0,0,2.085675,-0.9968109,3.5,3.881916,0
1,3.881916,0,0.7777318,0,0,1.759847,-0.3454742,0,0,2.107334,-0.3449249,4,3.178861,-25
1,3.178861,-25,1.066242,0,0,2.532634,-26.0905,0,0,1.773245,-26.09055,4.5,2.86829,-25
1,2.86829,-25,2.409845,1.894107,-55.43474,2.90903,-34.56374,0,0,1.090814,-55.43626,5,2.152974,0
1,2.152974,0,3.48638,0,0,0.9071702,-3.717148,0,0,1.023821,-3.717056,5.5,0,0
1,0.5051791,-25,11.02786,0,0,2.064914,-37.42586,0,0,0,0,0,0.8518407,-25
1,0.8518407,-25,10.69205,0,0,1.737946,-29.04179,0,0,0,0,0.5,0.9215224,-22.47043
1,0.9215224,-22.47043,10.29147,0,0,1.56254,-21.11792,0,0,0,0,1,2.511076,-15.17518
1,2.511076,-15.17518,9.385181,0,0,1.364008,-11.08769,0,0,2.576662,-11.08788,1.5,2.681551,0
1,2.681551,0,8.015403,0,0,1.351798,-0.3810425,0,0,2.515398,-0.381546,2,3.157536,0
1,3.157536,0,6.648271,0,0,1.478548,-4.108612,0,0,2.398526,-4.108551,2.5,2.996083,6.212476
1,2.996083,6.212476,5.092525,0,0,1.568805,-4.110794,0,0,2.30828,-4.110886,3,3.260562,0
1,3.260562,0,3.62589,0,0,1.653014,-2.630005,0,0,2.218174,-2.630005,3.5,3.83525,0
1,3.83525,0,1.768849,0,0,1.717313,-2.629578,0,0,2.153873,-2.629486,4,3.490495,-16.12647
1,3.490495,-16.12647,0.2944632,0,0,1.837655,-3.947205,0,0,2.038651,-3.947296,4.5,2.862761,-25
1,2.862761,-25,1.578414,0,0,2.63907,-27.72672,0,0,1.729673,-27.72665,5,2.583071,-25
1,2.583071,-25,2.750124,2.636797,-68.06998,0,0,0,0,1.015698,-21.93004,5.5,0,0
1,0.6361813,0,11.05162,0,0,1.72492,0,0,0,2.14219,0,0,1.80435,0
1,1.80435,0,10.49032,0,0,1.725187,-0.02796936,0,0,2.141924,-0.02796936,0.5,2.470905,0
1,2.470905,0,9.359199,0,0,1.725605,-0.02796936,0,0,2.141506,-0.02796936,1,2.356254,0
